ticket_id,subject,body,customer_id,customer_tier,product,source_channel,created_at,repo_name,issue_url,issue_state,github_labels
GH-581675591,Access to the admin panel relative link,"**Steps to reproduce the behavior**
1. Setup strapi behind a reverse proxy so that strapi can be accessed with the url `strapi.domain.com`
2. Call `strapi.domain.com` and click 'Create the first administrator' button

**Expected behavior**
You should be redirected to `strapi.domain.com/admin`

**Actual behavior**
You are redirected to `localhost:1337/admin`

The link should point to `/admin` instead of `localhost:1337/admin`.",mkampmey,Standard,strapi/strapi,GitHub Issue,2020-03-15T13:30:22Z,strapi/strapi,https://github.com/strapi/strapi/issues/5508,closed,"issue: enhancement, severity: low, good first issue, source: core:admin"
GH-2219836506,Can not write or read data to SASL Kafka,"Hello Team

**Description**:

we need to use envoy to do the proxy for kafka

1. envoy version: 1.18.2
2. kafka version: 2.8.1
3. configed follow this wiki: https://www.envoyproxy.io/docs/envoy/v1.18.2/configuration/listeners/network_filters/kafka_broker_filter#config-network-filters-kafka-broker
4. once kafka enable SASL Auth, 
- kafka-topics.sh can work well for example to list topics via envoy address.
- consumer client can not work (even consumer group can not found)
- write data also can not work
5. no auth version kafka work well 

**QA**:
1. is this filter support Auth-kafka ?
2. is this a bug?
3. I notice: the kafka proxy is experimental and is currently under active development. , do we have plan to release this version?
4. any version now for envoy include stable kafka-proxy ?

Hope for your feedback, thanks team!
-",rainbowwiki,Standard,envoyproxy/envoy,GitHub Issue,2024-04-02T08:02:56Z,envoyproxy/envoy,https://github.com/envoyproxy/envoy/issues/33256,closed,"bug, stale"
GH-1299121004,I have an issue with flutter doctor,"[!] HTTP Host Availability
    X HTTP host ""https://pub.dev/"" is not reachable. Reason: An error occurred while checking the HTTP host: The semaphore timeout period has expired.",Steven20201,Standard,flutter/flutter,GitHub Issue,2022-07-08T14:49:23Z,flutter/flutter,https://github.com/flutter/flutter/issues/107310,closed,"waiting for customer response, tool, t: flutter doctor"
GH-2410909434,[Bug]: @storybook/core is (wrongly) specifying @storybook/global as a devDependency,"### Describe the bug

Storybook 8.2 (re-)introduces the `@storybook/core` dependency. That package imports from `@storybook/global`, but specifies it only as a `devDependency`. This works just fine in most setups because various other storybook packages do specify `@storybook/global` as a dependency, so it gets installed anyway.

However, when using yarn berry with [Plug'n'Play](https://yarnpkg.com/features/pnp), a package can only access other packages if they are specified in the dependency list.
There's a workaround using [packageExtensions](https://yarnpkg.com/configuration/yarnrc#packageExtensions) in the `.yarnrc.yml`, but IMO the proper solution would be to upgrade `@storybook/global` to a proper dependency of `@storybook/core`.

### Reproduction link

probably not necessary for this case

### Reproduction steps

_No response_

### System

```bash
Shouldn't be relevant to the problem at hand, can be provided if necessary.
```


### Additional context

_No response_",alexanderbartl,Standard,storybookjs/storybook,GitHub Issue,2024-07-16T11:31:58Z,storybookjs/storybook,https://github.com/storybookjs/storybook/issues/28619,closed,"bug, needs more info, yarn"
GH-683953266,Override destination in workflow ignored,"NB: Maybe I've misunderstood something

I've created a workflow named _""Capture to google Photo""_
* Task: _""Capture region""_
* Checked _""override after capture settings""_ and set to _""Open in image editor""_
* Checked _""Override destinations""_ et set Image Uploader to _""Google Photos""_

I activate the workflow, select region , image editor opens. 
I make small editions, click on _""upload image""_

Problem is that capture is uploaded to the default uploader, not Google Photos",gpion,Standard,ShareX/ShareX,GitHub Issue,2020-08-22T08:01:21Z,ShareX/ShareX,https://github.com/ShareX/ShareX/issues/4991,closed,Bug
GH-2266346817,New lsp keybindings: `crr` in visual mode breaks visual selection -> `c` workflow,"### Problem

The new lsp keybindings include `crr` in visual mode for code actions. This breaks the visual mode -> `c` workflow because the user now has to wait for `timeoutlen`.

### Steps to reproduce

After a server has attached, select some text, then press `c`

### Expected behavior

Selected text is gone and nvim is in insert mode immediately

### Neovim version (nvim -v)

0.10.0 commit 9b8a0755390b7eb3ad369f3a0a42eb9aecb8cbe2

### Vim (not Nvim) behaves the same?

no

### Operating system/version

N/A

### Terminal name/version

N/A

### $TERM environment variable

N/A

### Installation

N/A",p00f,Standard,neovim/neovim,GitHub Issue,2024-04-26T19:00:52Z,neovim/neovim,https://github.com/neovim/neovim/issues/28528,closed,"bug, lsp"
GH-870425677,Navi collapses multiple newlines into a single newline,"**Describe the bug**

Navi collapses multiple newlines into a single newline.

**To Reproduce**

Consider the following snippet to compose a commit message with a co-author:

```
% Git

# Commit with co-author
git commit -m ""$(cat <<EOF
<commit_message>

<co_author>
EOF
)""

$ co_author: git log --pretty=""%an <%ae>"" | sort | uniq | sed 's|^|Co-authored-by: |g'
```

I expect the following to be populated to my shell:

```
git commit -m ""$(cat <<EOF
My awesome commit message

Co-authored-by: User <user@example.com>
EOF
)""
```

Instead, the following is populated to my shell:

```
git commit -m ""$(cat <<EOF
My awesome commit message
Co-authored-by: User <user@example.com>
EOF
)""
```

The newlines between the first line of the message on the `Co-authored-by` line are collapsed into a single newline.

**Versions:**
 - OS: macOS 11
 - Shell Version GNU bash, version 3.2.57(1)-release (x86_64-apple-darwin20)",knpwrs,Standard,denisidoro/navi,GitHub Issue,2021-04-28T22:01:08Z,denisidoro/navi,https://github.com/denisidoro/navi/issues/539,closed,bug
GH-1096357337,[MDCTextField] Floating label breaks when pre-populating inputs,"## Bug report
If you want to pre-populate a form with data, the component does not update the label position to be floating.

### Steps to reproduce
1. Go to https://stackblitz.com/edit/angular-ivy-i7imzc?file=src/app/app.component.html
2. Select a name from the `<select>` element.
3. Notice the labels to not float above the input and it looks broken.

### Actual behavior
The label stays over the input and looks broken.

### Expected behavior
When an input has a value, the label should be floating.

### Screenshots
![A broken looking form](https://i.imgur.com/SoW0dTQ.png)

### Your Environment:

<!-- please complete the following information -->

| Software         | Version(s) |
| ---------------- | ---------- |
| MDC Web          | 13
| Browser          | All
| Operating System | All

### Additional context

I have also tried running

```
setTimeout(function updateComponentLayoutDelayed() {
	[].slice.call(document.querySelectorAll('.mdc-text-field')).forEach(function updateComponentLayout(input) {
		if (input.mdcInstance.layout) {
			input.mdcInstance.layout();
		}
	});
}, 500);
```
And it doesn't update the labels.

### Possible solution",tsteuwer-accesso,Standard,material-components/material-components-web,GitHub Issue,2022-01-07T14:18:26Z,material-components/material-components-web,https://github.com/material-components/material-components-web/issues/7503,closed,bug
GH-1040357040,[BUG] Fix CodeQL warnings,"### Description

Currently, there are many CodeQL warnings. LGTM is marking our code quality as `B`. We need to get it higher (link: https://lgtm.com/projects/g/TheAlgorithms/C-Plus-Plus/alerts/?mode=list).


### Expected behavior

We should fix all the CodeQL/LGTM warnings.

### Actual behavior

LGTM is reporting 7 alerts, which marks our quality code as `B`.

### Possible fix

Fix all the CodeQL/LGTM warnings.

### Steps to reproduce

1. Go to https://lgtm.com/projects/g/TheAlgorithms/C-Plus-Plus/alerts/?mode=list.
2. You will see all the warnings CodeQL is reporting, which makes it easier for us to fix them.
3. There's a help button in case you need help or are confused with that error.

### Context

Having bugs in our code (even minimal bugs) can make it all go wrong or simply affect other students/people reading and understanding our algorithms.

### Additional information

Nope.",Panquesito7,Standard,TheAlgorithms/C-Plus-Plus,GitHub Issue,2021-10-31T02:10:07Z,TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus/issues/1826,closed,"bug, help wanted, good first issue"
GH-2283221167,"Cancelling ""Close and Shut Down Notebook"" closes tab anyway","## Description

When I select ""Close and Shut Down Notebook"" from the ""File"" menu and then either click its ""Cancel"" button or hit the Escape key, the browser tab closes. The kernel remains running.


## Reproduce

1.  Within the main Jupyter window, create a new notebook.
2.  Save the notebook.
3.  From the ""File"" menu, select ""Close and Shut Down Notebook"".
4.  Within the ""Shut down the notebook?"" dialog, either click the ""Cancel"" button or type the Escape key. The browser's tab unexpectedly closes.


## Expected behavior

I expected the notebook tab to remain open.


## Context

- Operating System and version: Windows 10
- Browser and version: Firefox 125.0.3, Chrome 124.0.6367.119
- Jupyter Notebook version: 7.1.3

I'm happy to provide troubleshooting output as needed.",stanwest,Standard,jupyter/notebook,GitHub Issue,2024-05-07T12:52:31Z,jupyter/notebook,https://github.com/jupyter/notebook/issues/7359,closed,bug
GH-258734431,Embed HTML into an HTML5 SVG fragment got wrong namespace in template,"### Version
2.4.4

### Reproduction link
[https://jsfiddle.net/sn7o1mm3/](https://jsfiddle.net/sn7o1mm3/)

### Steps to reproduce
Embed `<p  xmlns=""http://www.w3.org/1999/xhtml"">` in the svg <foreignObject> element 

### What is expected?
the `<p>` should be rendered as a htmlElment and show.

### What is actually happening?
`<p>` did not show

---
seems related to this https://github.com/vuejs/vue/issues/6506

<!-- generated by vue-issues. DO NOT REMOVE -->",rrandom,Standard,vuejs/vue,GitHub Issue,2017-09-19T08:20:06Z,vuejs/vue,https://github.com/vuejs/vue/issues/6642,closed,bug
GH-613502820,Cannot place debugger breakpoint on an assignment,"Debugging currently does not work, most likely due to an ElixirSense change. This gist has some details:

https://gist.github.com/Ajwah/4dee98bbb1e0c9257bb52dcd6c6802e2#file-gistfile1-txt

The error `Could not determine module at line` is received when debugging.

It's seems likely that this broke from the ElixirSense update in https://github.com/elixir-lsp/elixir-ls/pull/202",axelson,Standard,elixir-lsp/elixir-ls,GitHub Issue,2020-05-06T17:53:40Z,elixir-lsp/elixir-ls,https://github.com/elixir-lsp/elixir-ls/issues/234,closed,bug
GH-1836440326,Error formatting code containing new Regex literals,"Apple introduced `Regex` literals with macOS 13. I have found that `swiftlint` runs into errors with the new literals.

A minimal example would be an escaped closing brace:

     /\)/

This will fail with:

    error: Unexpected token ) at 72:15 in /.../MyFile.swift.",eaigner,Standard,nicklockwood/SwiftFormat,GitHub Issue,2023-08-04T09:58:03Z,nicklockwood/SwiftFormat,https://github.com/nicklockwood/SwiftFormat/issues/1492,closed,"bug, fixed in develop"
GH-1936623702,Pasting a link over selected text deletes the text,"### Issue Summary

Having had my Ghost(Pro) instance updated to 5.68 yesterday and thus tried out the new editor for the first time, I noticed that pasting links onto selected text doesn't apply the link to the text but rather deletes the text. In mobiledoc-days executing that action would in fact apply the link to the text, obviating one having to hover over the selected text, click on the link icon, pasting the text into the box, and hitting enter.

### Steps to Reproduce

1. Copy a link
2. Select some text in the editor
3. Attempt to paste the text
4. See the selected text disappear

### Ghost Version

5.68

### Node.js Version

Yes

### How did you install Ghost?

Ghost(Pro)

### Database type

MySQL 5.7

### Browser & OS version

_No response_

### Relevant log / error output

_No response_

### Code of Conduct

- [X] I agree to be friendly and polite to people in this repository",stromfeldt,Standard,TryGhost/Ghost,GitHub Issue,2023-10-11T01:53:00Z,TryGhost/Ghost,https://github.com/TryGhost/Ghost/issues/18569,closed,"bug, affects:editor"
GH-580676417,[BUG]Tray icon double left click image editor,"I have the following settings configured: https://i.imgur.com/nUSAwqq.png
When I double left click on the tray icon, the image editor shows up, BUT also the capture region.

Can you fix that bug?

When double clicking the tray icon, it should only show the image editor. Thank you.",worldsdream,Standard,ShareX/ShareX,GitHub Issue,2020-03-13T15:28:47Z,ShareX/ShareX,https://github.com/ShareX/ShareX/issues/4672,closed,Bug
GH-2433583119,Missing content for API Design roadmap,"### What is the URL where the issue is happening

https://roadmap.sh/api-design

### What browsers are you seeing the problem on?

Firefox

### Describe the Bug

The `Building JSON / RESTful APIs > Rate Limiting` topic is missing, detail page returns ""Topic not found"", HTTP request returns 404.

The links for `API Security Best Practices` and `API Performance Best Practices` point to the same `https://roadmap.sh/api-design` url.

### Output from browser console (if any)

_No response_

### Participation

- [ ] I am willing to submit a pull request for this issue.",DazSanchez,Standard,kamranahmedse/developer-roadmap,GitHub Issue,2024-07-27T18:25:30Z,kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap/issues/6254,closed,bug
GH-685094733,Truffle is inventing an imaginary truffle-config.js when one doesn't exist,"## Issue

Suppose you have a Truffle project that uses `truffle.js` instead of `truffle-config.js`.

When you attempt to have Truffle do anything, Truffle will:
1. Warn you that you have both `truffle.js` and `truffle-config.js`, even though you don't;
2. Use the default configuration residing in this imaginary `truffle-config.js`, rather than the one you specified in `truffle.js`

## Steps to Reproduce

1. Create a new directory and run `truffle init`
2. Rename `truffle-config.js` to `truffle.js`
3. In `truffle.js`, uncomment the `version` line, and change the version to `""0.7.0""`
4. Run `truffle version`
5. Observe the warning that was printed out
6. Observe that the solc version printed out was 0.5.16 instead of 0.7.0

## Expected Behavior

When `truffle-config.js` is not present, Truffle should use the settings in `truffle.js`, and should not warn about the former being present when it's not.

## Actual Results

See above.

## Environment

* Operating System: Release Linux Mint 20 Ulyana 64-bit
* Truffle version (`truffle version`): 5.1.41
* node version (`node --version`): 10.15.3
* npm version (`npm --version`): 6.14.5",haltman-at,Standard,trufflesuite/truffle,GitHub Issue,2020-08-25T01:50:32Z,trufflesuite/truffle,https://github.com/trufflesuite/truffle/issues/3303,closed,"bug, Config"
GH-679576245,[7.4] Tabview button does not show press overlay,"**Describe the bug**

The tab buttons on the tabview do not show a press overlay when clicked. I am using the light material theme.

**To Reproduce**

Run `lv_demo_widgets`. Press one of the tab buttons. Observe that the press overlay does not appear.

**Expected behavior**

A gray overlay should appear when the button is clicked.

**Additional context**

If you switch the theme to dark using the switch, the press overlay appears correctly. If you then switch the theme back to light, the press overlay still appears correctly.",embeddedt,Standard,lvgl/lvgl,GitHub Issue,2020-08-15T13:35:28Z,lvgl/lvgl,https://github.com/lvgl/lvgl/issues/1728,closed,bug
GH-2016888470,Incorrect minimum part sizes causing S3 multipart upload to fail,"Did some testing of s3 since I saw some issues trying to run `tpch` against the cloudformation node. Wrote a test as part of [#2976](https://github.com/xtdb/xtdb/issues/2976) that runs tpch at `0.05` scale, calling `finish-chunk!` after, noticed a few things:

-  This is enough to trigger a multipart upload - and the multipart upload is problematic.
-  Was trying to upload parts out of order, which caused issues - updated the way it handles part-numbers/sorting the list at the end to fix this, and pushed a fix to `2.x`
-  After fixing the above, started getting back `Your proposed upload is smaller than the minimum allowed size`  - seems like the parts it's trying to upload are smaller than 5MiB:

```
[{:part-number 1, :content-length 5256488}
 {:part-number 2, :content-length 5212824}
 {:part-number 3, :content-length 5176008}
 {:part-number 4, :content-length 5215192}
 {:part-number 5, :content-length 250578}]
```

We expect/are fine with the final part being <5MB (content length `5242880` ), but seems like some of the other parts are, too. Might be some slight issues with the way we're taking parts in the bufferpool.",danmason,Standard,xtdb/xtdb,GitHub Issue,2023-11-29T15:46:43Z,xtdb/xtdb,https://github.com/xtdb/xtdb/issues/3004,closed,bug
GH-2329978687,Breaks the new github workspaces on Issues,"### Description

I have given Copilot Workspace access to my organization. Now, when I got to an open pull request I have a ""Open in Workspace"" button in the right column, and I'm also able to go the Copilot Workspace Dashboard and create a New Session for my repo from there. However, I do not have this button on any Issues that I open. This is the primary starting point for me so I'd love to get the button working there.

The docs here show it as the first example: https://github.com/githubnext/copilot-workspace-user-manual/blob/main/getting-started.md

@terkel Multiple users have this issue ^
rahulpandita — 05/28/2024 11:01 AM

Are you using a any chrome extension that alter the GitHub UI like [ https://github.com/refined-github/refined-github] , that may interfere with rendering the button on issues page? 

Ahhh, refined github! I disabled it and now the button appears.

### How to replicate the issue + URL

Activate Github Workspaces, apply it to a project, and then visit any issue within that project. This project has Workspaces already activated so here is a random Issue.
https://github.com/AllYourBot/hostedgpt/issues/236

### Extension version

Not sure, I just uninstalled

### Browser(s) used

Chrome",krschacht,Standard,refined-github/refined-github,GitHub Issue,2024-06-03T01:19:12Z,refined-github/refined-github,https://github.com/refined-github/refined-github/issues/7390,closed,bug
GH-1531520393,CronJobs missing from sidebar in OpenLens 6.3.0 and 6.4.0-alpha.2,"**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:
1. Open OpenLens
2. CronJobs section is missing

**Expected behavior**

I can still get to the cronjob page by clicking into the Jobs section and clicking the CronJob link in the job, but there should be a clickable CronJob link in the sidebar underneath the ""Jobs"" link.

**Screenshots**
![image](https://user-images.githubusercontent.com/75972/212207800-9756a50c-b638-475a-93aa-9bb488fa7253.png)

**Environment (please complete the following information):**
- Lens Version: 6.3.0 and 6.4.0-alpha.2
- OS: NixOS Linux
- Installation method (e.g. snap or AppImage in Linux): AppImage install",benwbooth,Standard,lensapp/lens,GitHub Issue,2023-01-13T00:16:07Z,lensapp/lens,https://github.com/lensapp/lens/issues/6931,closed,"bug, area/kubernetes-next"
GH-495351193,Compile error: Nested loops with index broke after 3.9.1,"**Describe the bug**
You can see the exact same weird parsing behavior in the example below

**Logs**
Generated code is wrong, for instance when using `{@debug paneIndex}` it generates this:
![image](https://user-images.githubusercontent.com/181384/65169506-f422d480-da46-11e9-9412-0f6068fbd27b.png)
(`paneIndex` is the index from `{#each ... }` loop)

**To Reproduce**
https://svelte.dev/repl/af7ece0c29f240ad97bf795bd3be1347?version=3.9.1

- Remove debug, it compiles properly
- Remove the inner loop, and it compiles properly. 
- Debug is not at fault here, because in my project, the `index` is no longer passed onto nested loops which breaks my code.

**Expected behavior**
- Proper compilation without errors

**Stacktraces**
- No errors from the compiler, only compiled code gives an error

**Information about your Svelte project:**
- Svelte version 3.9.1 compared to every single version above

**Severity**
- Medium, project is live with over 100+ daily CCU. Having smooth animations is very important in my project. I would've loved to have latest transition/animations fixes which currently look a bit janky in 3.9.1, this compiler issue prevents me from upgrading.",Xerios,Standard,sveltejs/svelte,GitHub Issue,2019-09-18T17:11:23Z,sveltejs/svelte,https://github.com/sveltejs/svelte/issues/3588,closed,bug
GH-580656440,New browsers SameSite cookie attribute default behavior breaks SAML,"Browser vendors started changing the default behavior for the SameSite cookie attribute. This is to enable default CSRF protection for the websites. Since Teleport uses it's own CSRF protection mechanism during SAML sign-up flow by setting `grv_csrf` cookie, this new browser behavior breaks it.

More info here:
https://www.chromestatus.com/feature/5088147346030592

We need to explicitly set `sameSite=none` for the `grv_csrf` cookie to opt-in from this default behavior.",alex-kovoy,Standard,Gravitational/teleport,GitHub Issue,2020-03-13T15:00:07Z,Gravitational/teleport,https://github.com/gravitational/teleport/issues/3440,closed,"bug, sso"
GH-167491513,Codelens is missing references from VB projects,"[Build: VS2015.3]

Open SimplificationOptions.cs in Roslyn.sln and pick any member that is referenced from C# and VB projects. Say `PreferIntrinsicPredefinedTypeKeywordInDeclaration` for example.

Notice that codelens results differ from FAR results. It appears that codelens is missing results from VB. Not sure if this is a widespread issue or something in Roslyn.sln or because of whatever refactorings I locally made to Roslyn.sln. In any case this is a bug, but we need to determine how severe this is.

![image](https://cloud.githubusercontent.com/assets/4213867/17121264/54958d08-5287-11e6-8360-b1e58807f5a3.png)",balajikris,Standard,dotnet/roslyn,GitHub Issue,2016-07-25T23:50:31Z,dotnet/roslyn,https://github.com/dotnet/roslyn/issues/12731,closed,"Bug, Area-IDE"
GH-47159519,"index in d3.svg.area function does,'t seem to work","in the docs for d3.svg.area, the function itself is defined as
 area(data[, index])
with the index explained as 'An optional index may be specified, which is passed through to the area's accessor functions.'

However, I can't seem to get this working, and judging from the code, I don't think it's even implemented...
An index is supplied to the accessor functions, but only one generated inside the area function.",jmichiel,Standard,d3/d3,GitHub Issue,2014-10-29T15:08:19Z,d3/d3,https://github.com/d3/d3/issues/2094,closed,documentation
GH-2022374158,Bug: Enqueued Actions throw type error inside setup(),"### Description

When using the new setup api to provide actions when you use the enqueueActions action typescript throws




### Expected result

This should not throw an error. It does not throw an error when it is used as an object passed to createMachine

![image](https://github.com/statelyai/xstate/assets/6943688/a2ea57b2-cd13-4964-b4c8-c63477fb2c9d)


### Actual result

![image](https://github.com/statelyai/xstate/assets/6943688/b045779f-39cd-4d10-8db0-1060121defd3)

### Reproduction

https://codesandbox.io/p/sandbox/silly-danny-vf63fc

### Additional context

Also just incase demo doesn't show it when you goto the repro it was being weird when I would refresh and it would show the right type but when I commented it out it would break again  🤔

https://github.com/statelyai/xstate/assets/6943688/aee6c437-21e0-4076-bf50-d6286c903d90",KrisCoulson,Standard,statelyai/xstate,GitHub Issue,2023-12-03T05:09:44Z,statelyai/xstate,https://github.com/statelyai/xstate/issues/4545,closed,"bug, typescript"
GH-1733670299,[BUG] `RichAttributionWidget` causes error due to un-mounted `setState` call,"### What is the bug?

If using `RichAttributionWidget` with the 'start open, auto close' feature, if the widget/screen containing the widget is unmounted, the RAW still attempts a `setState` call, which results in an error.

### How can we reproduce it?

Use the demonstration code at https://docs.fleaflet.dev/#demonstration. Add another screen to the app, and navigate to this screen within 3 seconds of the map widget being loaded.

### Do you have a potential solution?

Check that the `RichAttributionWidget` is still mounted before calling `setState`.

### Platforms

All

### Severity

Erroneous: Prevents normal functioning and causes errors in the console",JaffaKetchup,Standard,fleaflet/flutter_map,GitHub Issue,2023-05-31T08:38:05Z,fleaflet/flutter_map,https://github.com/fleaflet/flutter_map/issues/1538,closed,bug
GH-665254463,Azure.Storage.Queues/README.md has incorrect example for accessing Queues using AzureIdentity,"This example code is incorrect:
https://github.com/Azure/azure-sdk-for-net/blob/master/sdk/storage/Azure.Storage.Queues/README.md#authenticating-with-azureidentity
``` c#
// Create a QueueClient that will authenticate through Active Directory
Uri accountUri = new Uri(""https://MYSTORAGEACCOUNT.blob.core.windows.net/"");
QueueClient queue = new QueueClient(accountUri, new DefaultAzureCredential());
```

It should be like:
``` c#
// Create a QueueClient that will authenticate through Active Directory
Uri accountUri = new Uri(""https://MYSTORAGEACCOUNT.queue.core.windows.net/QUEUENAME"");
QueueClient queue = new QueueClient(accountUri, new DefaultAzureCredential());
```",StefH,Standard,Azure/azure-sdk-for-net,GitHub Issue,2020-07-24T15:43:20Z,Azure/azure-sdk-for-net,https://github.com/Azure/azure-sdk-for-net/issues/13716,closed,"Storage, Service Attention, Client, customer-reported, bug"
GH-2000849729,[Bug] create a subpage of subpage cannot rename,"### Bug Description

I noticed a bug when creating this example. If you add a subpage, this new page is highlighted. If you then click on the plus sign on this page to create a subpage there too, the name is not applied when you click on OK. 

### How to Reproduce

as described in the description

### Expected Behavior

I'm able to rename it via the dialog when creating a subpage of subpage
<img width=""411"" alt=""image"" src=""https://github.com/AppFlowy-IO/AppFlowy/assets/12026239/19730766-1bba-4ae4-baa4-d4ea067c2845"">


### Operating System

macOS

### AppFlowy Version(s)

v0.3.8

### Screenshots

_No response_

### Additional Context

_No response_",annieappflowy,Standard,AppFlowy-IO/appflowy,GitHub Issue,2023-11-19T13:23:05Z,AppFlowy-IO/appflowy,https://github.com/AppFlowy-IO/AppFlowy/issues/3966,closed,bug
GH-1028041365,NumberPlane not showing it's lines,"### Describe the bug
I have used manimgl before but after changing the version (almost 4-5 months old) with new version, whenever i am running the example scene (**OpeningManimExample**), the lines in the **NumberPlane** is not showing.
**Image**
![Screenshot (394)](https://user-images.githubusercontent.com/60939745/137588140-c671e317-67aa-43ba-8d6e-0e20f110a645.png)

**Version Used**:
Manim - 1.1.0",aburousan,Standard,3b1b/manim,GitHub Issue,2021-10-16T12:51:21Z,3b1b/manim,https://github.com/3b1b/manim/issues/1652,closed,bug
GH-2122226918,Fetching logs for an app fails,"<!-- Thanks for the bug report! -->

When fetching logs for an app that have many log entries, the CLI fails with the following error messsage,

```sh
$ wasmer app logs <app-name>
thread 'main' panicked at 'range end index 1000 out of range for slice of length 10', /home/runner/.cargo/registry/src/github.com-1ecc6299db9ec823/wasmer-edge-cli-0.1.4/src/cmd/app/logs.rs:113:25
note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
```

I've made sure there are logs for the app, and those logs can be fetched via the registry.

### Steps to reproduce
```sh
$ wasmer app logs <app-name>
thread 'main' panicked at 'range end index 1000 out of range for slice of length 10', /home/runner/.cargo/registry/src/github.com-1ecc6299db9ec823/wasmer-edge-cli-0.1.4/src/cmd/app/logs.rs:113:25
note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
```

### Expected behavior
Logs for the app should appear.

### Actual behavior
The CLI errors out.


Could be related to #4441",ayys,Standard,wasmerio/wasmer,GitHub Issue,2024-02-07T05:34:51Z,wasmerio/wasmer,https://github.com/wasmerio/wasmer/issues/4442,closed,"bug, 📦 lib-cli, priority-high, edge-cli"
GH-2102629478,Exported object names not minified since 5.79,"### Discussed in https://github.com/webpack/webpack/discussions/17988

<div type='discussions-op-text'>

<sup>Originally posted by **vjhebbar** January 21, 2024</sup>
Hello,

Since I updated to webpack 5.79+ in my project, bundle sizes have increased because some exported object names are not minified.

It turns out that this is due to those objects being destructured in modules where they are imported. 
Refactoring the code to remove the object destructuring minimizes the name again. 

Prior to 5.79, the names were minified regardless of the use of destructuring. 

Is this behavior aligned with #16941?

If this is not expected behavior, I'll share my configs and minimum reproducible code.

Looking forward to your thoughts and suggestions.

The latest version where the issue is reproducible is 5.90.
</div>",alexander-akait,Standard,webpack/webpack,GitHub Issue,2024-01-26T17:49:15Z,webpack/webpack,https://github.com/webpack/webpack/issues/18013,closed,bug
GH-2336193931,ItemsSource breaks with AOT,"### Describe the bug

1. If you set the source for a collection control in XAML, you'll get an unhandled win32 exception;
2. If you set the source in code it'll run until you try to modify the collection. You'll get the same exception then.

### Steps to reproduce the bug

[Repro](https://github.com/eduardobragaxz/AOTRepro)

### Expected behavior

_No response_

### Screenshots

_No response_

### NuGet package version

None

### Windows version

Windows 11 (22H2): Build 22621

### Additional context

1.6 experimental 1",eduardobragaxz,Standard,microsoft/microsoft-ui-xaml,GitHub Issue,2024-06-05T15:16:22Z,microsoft/microsoft-ui-xaml,https://github.com/microsoft/microsoft-ui-xaml/issues/9699,closed,"bug, area-AOT"
GH-2055596954,Wrong css file name mentioned in the tutorial,"### Describe the problem that you experienced

in the section ""3 - Add the styles for the component"", it is written `Open src/app/housing-location/housing-location.css, and paste the styles below into the file...`

should be `housing-location.component.css` instead of `housing-location.css` I guess ? 

### Enter the URL of the topic with the problem

https://angular.dev/tutorials/first-app/HousingLocation#create-the-housinglocationcomponent

### Describe what you were looking for in the documentation

_No response_

### Describe the actions that led you to experience the problem

_No response_

### Describe what you want to experience that would fix the problem

_No response_

### Add a screenshot if that helps illustrate the problem

_No response_

### If this problem caused an exception or error, please paste it here

_No response_

### If the problem is browser-specific, please specify the device, OS, browser, and version

_No response_

### Provide any additional information here in as much as detail as you can

_No response_",ragulan77,Standard,angular/angular,GitHub Issue,2023-12-25T10:36:05Z,angular/angular,https://github.com/angular/angular/issues/53696,closed,"help wanted, state: has PR, good first issue, P3, area: adev"
GH-1708114317,[core] Decompilation of for-each loop failed,"I reduced a complex failing method to a single for each loop, that can't be decompiled. Tested with latest git and any combination of openjdk8/11 and use-dx:

```java
import java.util.List;

public class LoopTest {
  public void testLoop(List<Object> objects) {
    for (Object o : objects) {
      if ((o.hashCode() != 42) || (o.hashCode() != 1)) {
        break;
      }
    }
  }
}
```",nitram84,Standard,skylot/jadx,GitHub Issue,2023-05-12T19:36:12Z,skylot/jadx,https://github.com/skylot/jadx/issues/1866,closed,"bug, Core"
GH-1259927324,Crash when deleting words in Vocabulary builder,"* KOReader version: v2022.05.1-14
* Device: PB 628

#### Issue
While trying to delete a word in the new plugin ""Vocabulary builder"" a crash occurred.
I give you the crash file
_(deleted)_",ichnilatis-gr,Standard,koreader/koreader,GitHub Issue,2022-06-03T13:36:25Z,koreader/koreader,https://github.com/koreader/koreader/issues/9162,closed,"bug, Plugin"
GH-1879451868,[bug]node index broken,"<!--
If possible fill each section
-->

# Bug report
some node method missing in index.
such as https://nodejs.org/dist/latest-v18.x/docs/api/stream.html#readablepipedestination-options

## Steps to reproduce
search `readable.pipe` in node's docs.

## More resources
the method `readable.push` that is in the same class exists in index.",CzBiX,Standard,freeCodeCamp/devdocs,GitHub Issue,2023-09-04T03:42:30Z,freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs/issues/2048,closed,bug
